unique_id,indicator_id,name,measure,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value,measure_unit,year,indicator_name,location,season
151750,645,Annual vehicle miles traveled (trucks),Million miles,UHF42,404.0,Bayside - Little Neck,2005,2005-01-01,3.2,per square mile,2005,Annual vehicle miles traveled (trucks),Bayside - Little Neck,
817249,645,Annual vehicle miles traveled (trucks),Million miles,CD,201.0,Mott Haven and Melrose (CD1),2010,2010-01-01,5.0,per square mile,2010,Annual vehicle miles traveled (trucks),Mott Haven and Melrose (CD1),
817250,645,Annual vehicle miles traveled (trucks),Million miles,CD,201.0,Mott Haven and Melrose (CD1),2019,2019-01-01,7.6,per square mile,2019,Annual vehicle miles traveled (trucks),Mott Haven and Melrose (CD1),
817133,645,Annual vehicle miles traveled (trucks),Million miles,Borough,3.0,Manhattan,2010,2010-01-01,5.3,per square mile,2010,Annual vehicle miles traveled (trucks),Manhattan,
817212,645,Annual vehicle miles traveled (trucks),Million miles,UHF42,409.0,Southeast Queens,2019,2019-01-01,1.9,per square mile,2019,Annual vehicle miles traveled (trucks),Southeast Queens,
817169,645,Annual vehicle miles traveled (trucks),Million miles,UHF42,209.0,Bensonhurst - Bay Ridge,2010,2010-01-01,2.1,per square mile,2010,Annual vehicle miles traveled (trucks),Bensonhurst - Bay Ridge,
817163,645,Annual vehicle miles traveled (trucks),Million miles,UHF42,206.0,Borough Park,2010,2010-01-01,1.4,per square mile,2010,Annual vehicle miles traveled (trucks),Borough Park,
817164,645,Annual vehicle miles traveled (trucks),Million miles,UHF42,206.0,Borough Park,2019,2019-01-01,2.0,per square mile,2019,Annual vehicle miles traveled (trucks),Borough Park,
151745,645,Annual vehicle miles traveled (trucks),Million miles,UHF42,309.0,Union Square - Lower East Side,2005,2005-01-01,8.7,per square mile,2005,Annual vehicle miles traveled (trucks),Union Square - Lower East Side,
817215,645,Annual vehicle miles traveled (trucks),Million miles,UHF42,501.0,Port Richmond,2010,2010-01-01,1.1,per square mile,2010,Annual vehicle miles traveled (trucks),Port Richmond,
817154,645,Annual vehicle miles traveled (trucks),Million miles,UHF42,201.0,Greenpoint,2019,2019-01-01,7.2,per square mile,2019,Annual vehicle miles traveled (trucks),Greenpoint,
817295,645,Annual vehicle miles traveled (trucks),Million miles,CD,312.0,Borough Park (CD12),2010,2010-01-01,0.8,per square mile,2010,Annual vehicle miles traveled (trucks),Borough Park (CD12),
817272,645,Annual vehicle miles traveled (trucks),Million miles,CD,212.0,Williamsbridge and Baychester (CD12),2019,2019-01-01,3.7,per square mile,2019,Annual vehicle miles traveled (trucks),Williamsbridge and Baychester (CD12),
